pl_name,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_orbper,sy_dist
"TOI-532 b",2021,"Transit",5.82000000,61.50000000,2.32665080000,135.04700000
"K2-405 b",2022,"Transit",4.56900000,18.90000000,3.43547100000,197.23400000
"TOI-1064 b",2022,"Transit",2.58700000,13.50000000,6.44386800000,68.07260000
"TOI-1064 c",2022,"Transit",2.65100000,2.50000000,12.22657400000,68.07260000
"TOI-1075 b",2022,"Transit",1.79100000,9.95000000,0.60473280000,61.45920000
"TOI-669 b",2023,"Transit",2.58606487,10.00000000,3.94515200000,142.86700000
"TOI-913 b",2023,"Transit",2.45280000,6.59000000,11.09864400000,65.17690000
"TOI-1180 b",2024,"Transit",3.07200000,10.00000000,9.68676037800,72.02380000
"TOI-1184 b",2024,"Transit",2.39000000,6.80000000,5.74843380300,58.59460000
"TOI-1238 c",2022,"Transit",2.11000000,8.32000000,3.29473600000,70.71450000
"TOI-1238 b",2022,"Transit",1.21000000,3.76000000,0.76459700000,70.71450000
"TOI-1244 b",2024,"Transit",2.46700000,6.60000000,6.40031648300,102.55100000
"TOI-1301.01",2024,"Transit",2.47700000,6.70000000,6.09640720900,90.86930000
"TOI-1470 b",2023,"Transit",2.18000000,7.32000000,2.52709300000,51.95030000
"TOI-1782.01",2024,"Transit",2.36800000,6.20000000,4.98764102800,95.26490000
"TOI-1782.02",2024,"Transit",1.83900000,4.04000000,1.82902422700,95.26490000
"TOI-1794 b",2024,"Transit",3.29701268,8.70000000,8.76552800000,155.79100000
"TOI-1798.01",2024,"Transit",2.44800000,6.50000000,8.02152233100,113.18100000
"TOI-1798.02",2024,"Transit",1.46400000,5.60000000,0.43781182200,113.18100000
"TOI-2211.01",2024,"Transit",1.56100000,3.06000000,3.09268675700,70.29320000
"TOI-2345 b",2025,"Transit",1.50400000,3.49000000,1.05285730000,81.65410000
"TOI-2345 c",2025,"Transit",2.45100000,7.27000000,21.06430200000,81.65410000
"TOI-3785 b",2023,"Transit",5.14000000,14.95000000,4.67473730000,79.76340000
"TOI-4529 b",2026,"Transit",1.77000000,4.90000000,5.87957700000,28.38400000
"TOI-5736 b",2025,"Transit",1.56000000,3.05000000,0.64899000000,92.36040000
"TOI-1470 c",2023,"Transit",2.47000000,7.24000000,18.08816000000,51.95030000
"TIC 18942729 b",2026,"Transit",2.00021315,4.66000000,0.99817838064,115.16900000
"TIC 24750448 b",2026,"Transit",2.43722231,6.51000000,3.59159193029,178.14600000
"TIC 24750448 c",2026,"Transit",3.09028272,9.75000000,10.14385270726,178.14600000
"TIC 32032563 b",2026,"Transit",3.47739942,11.90000000,13.83460487791,507.85800000
"TIC 34085383 b",2026,"Transit",3.91982296,14.60000000,3.47793368523,149.12000000
"TIC 38825265 b",2026,"Transit",2.18869476,5.43000000,3.31336980985,165.63800000
"TIC 38828280 b",2026,"Transit",2.62701629,7.40000000,4.85558984762,286.41500000
"TIC 62895484 b",2026,"Transit",3.49391667,12.00000000,2.83985434327,294.85700000
"TIC 65612701 b",2026,"Transit",5.07802804,22.70000000,10.22467974953,151.62400000
"TIC 67686059 b",2026,"Transit",2.59125922,7.23000000,3.52163529551,249.20300000
"TIC 77319217 b",2026,"Transit",3.10879526,9.85000000,7.54830765124,267.62000000
"TIC 77552382 b",2026,"Transit",5.69176189,27.50000000,3.51025904942,373.41500000
"TIC 86380416 b",2026,"Transit",2.41236120,6.40000000,6.04086434610,244.68000000
"TIC 88692598 b",2026,"Transit",1.81295951,3.94000000,2.64909436758,73.52580000
"TIC 117642575 b",2026,"Transit",2.82716337,8.38000000,4.94459060181,188.75800000
"TIC 139702105 b",2026,"Transit",2.45316949,6.59000000,6.83601903383,91.78840000
"TIC 142589416 b",2026,"Transit",2.67899519,7.65000000,2.09518466313,168.93300000
"TIC 153919886 b",2026,"Transit",2.70601108,7.78000000,2.10510492329,132.33000000
"TIC 154870955 b",2026,"Transit",3.09467466,9.77000000,7.96987471280,226.46300000
"TIC 160113658 b",2026,"Transit",3.49015778,12.00000000,6.72952262077,200.15600000
"TIC 161045582 b",2026,"Transit",2.24566738,5.67000000,8.85577189959,162.24600000
"TIC 178172313 b",2026,"Transit",2.80405322,8.27000000,4.37318161360,178.13700000
"TIC 188624430 b",2026,"Transit",3.64811843,12.90000000,6.21860433132,300.74300000
"TIC 198190129 b",2026,"Transit",2.92284949,8.87000000,7.94804910667,130.03500000
"TIC 206466666 b",2026,"Transit",2.14817673,5.26000000,9.10486865159,127.83700000
"TIC 249022743 b",2026,"Transit",4.79568155,20.60000000,2.25719681538,396.46000000
"TIC 260969020 b",2026,"Transit",2.22686612,5.59000000,8.48584501953,121.22200000
"TIC 290487717 b",2026,"Transit",6.63777941,35.70000000,3.40081822900,395.57400000
"TIC 294329732 b",2026,"Transit",2.07692266,4.97000000,9.75658761810,189.33300000
"TIC 320419023 b",2026,"Transit",2.77280763,8.11000000,5.26375651589,288.89300000
"TIC 349520724 b",2026,"Transit",2.82626313,8.38000000,7.94044635021,241.10500000
"TIC 356227008 b",2026,"Transit",2.39024009,6.30000000,2.96147448702,387.60900000
"TIC 390586021 b",2026,"Transit",2.86009388,8.55000000,2.74703755819,114.55800000
"TIC 423703298 b",2026,"Transit",2.77230429,8.11000000,4.03712711976,136.19100000
"TIC 437041147 b",2026,"Transit",2.21526814,5.54000000,3.82301421497,246.60000000
"TIC 445839811 b",2026,"Transit",2.47771211,6.70000000,11.10862603180,235.65500000
"K2-330 b",2021,"Transit",2.77000000,8.10000000,13.77479800000,160.12500000
"Kepler-348 c",2014,"Transit",1.33000000,2.33000000,17.26542700000,570.78300000
"Kepler-1200 b",2016,"Transit",1.06000000,1.20000000,1.11854971700,588.71500000
"HD 204941 b",2011,"Radial Velocity",10.10000000,73.10090000,1733.00000000000,28.71650000
"TOI-1130 c",2020,"Transit",13.00000000,336.00000000,8.35018980000,58.26090000
"TOI-1516 b",2022,"Transit",15.24421375,1004.33776612,2.05601400000,247.05400000
"HD 101581 b",2025,"Transit",0.95600000,0.82700000,4.46569000000,12.77810000
"OGLE-2017-BLG-0406L b",2020,"Microlensing",14.20000000,130.00000000,,5200.00000000
"KMT-2017-BLG-0428L b",2023,"Microlensing",2.23000000,5.59000000,,5400.00000000
"Kepler-698 b",2016,"Transit",3.68000000,13.10000000,16.32976218000,1995.57000000
"WASP-121 b",2016,"Transit",19.52604438,371.85923619,1.27492504000,269.89800000
"GJ 536 c",2025,"Radial Velocity",2.30000000,5.89000000,32.76100000000,10.40920000
"TOI-663 b",2024,"Transit",2.27000000,4.45000000,2.59890200000,64.23080000
"TOI-1259 A b",2021,"Transit",11.45557828,140.16232749,3.47797800000,118.10600000
"Qatar-4 b",2017,"Transit",12.72221500,1938.76300000,1.80535640000,329.03600000
"K2-113 b",2017,"Transit",12.14000000,410.00070000,5.81768500000,635.72200000
"TOI-150.01",2019,"Transit",14.06729500,797.75330000,5.85748700000,336.26700000
"TOI-2107 b",2024,"Transit",13.57407563,263.79757781,2.45454670000,236.70500000
"Kepler-1321 b",2016,"Transit",4.92000000,21.50000000,11.12830484000,769.14600000
"HD 10180 h",2010,"Radial Velocity",9.40000000,64.40000000,2205.00000000000,38.96070000
"HIP 57274 d",2011,"Radial Velocity",14.20000000,167.40000000,431.70000000000,25.86180000
"KMT-2020-BLG-0414L c",2021,"Microlensing",11.90000000,8581.36698900,,1220.00000000
"GJ 328 b",2013,"Radial Velocity",13.30000000,797.74930157,3771.00000000000,20.52660000
"HD 16175 b",2009,"Radial Velocity",12.80000000,1875.18760130,990.00000000000,59.85900000
"Kepler-1195 b",2016,"Transit",2.08000000,4.98000000,8.49642241000,918.56600000
"Kepler-739 b",2016,"Transit",3.32000000,11.00000000,12.53248465000,1370.65000000
"14 And b",2008,"Radial Velocity",13.10000000,1131.15130051,186.76000000000,75.43920000
"K2-146 c",2019,"Transit",2.19000000,7.49000000,4.00498000000,79.30020000
"OGLE-2013-BLG-0341L B b",2014,"Microlensing",1.16000000,1.66000000,,911.00000000
"TOI-1248 b",2024,"Transit",6.80848590,27.40000000,4.36015610000,168.73500000
"Qatar-7 b",2019,"Transit",19.05530000,597.52040000,2.03204600000,705.98100000
"HATS-22 b",2017,"Transit",10.68217700,870.85420000,4.72281240000,229.51800000
"TOI-4465 b",2025,"Transit",14.01122587,1872.00931723,101.94054000000,121.13900000
"TOI-5788 c",2026,"Transit",2.27200000,6.40000000,16.21336200000,97.61400000
"TOI-5788 b",2026,"Transit",1.52800000,3.72000000,6.34075800000,97.61400000
"HAT-P-38 b",2012,"Transit",9.24700000,84.85700000,4.64038200000,255.20600000
"HD 106315 b",2017,"Transit",2.44000000,12.60000000,9.55237000000,109.35300000
"TOI-1136 g",2022,"Transit",2.53000000,5.60000000,39.54500000000,84.53620000
"TOI-5232 b",2024,"Transit",12.77823800,743.71847238,4.09666920000,609.38800000
"TOI-912 b",2025,"Transit",1.93000000,5.10000000,4.67806910000,26.10720000
"V1298 Tau e",2019,"Transit",10.17000000,15.30000000,48.67771400000,108.19900000
"V1298 Tau c",2019,"Transit",5.08000000,4.70000000,8.24916400000,108.19900000
"Kepler-1914 b",2021,"Transit",2.94298030,8.97000000,30.82789993000,1621.56000000
"Kepler-224 c",2014,"Transit",3.12000000,9.91000000,5.92500300000,782.08800000
"HAT-P-64 b",2021,"Transit",19.08889413,184.34047606,4.00723200000,651.89700000
"TOI-1768.01",2024,"Transit",3.45300000,11.80000000,7.33770364900,157.59700000
"HATS-40 b",2018,"Transit",17.71022000,505.34970000,3.26427360000,1342.29000000
"BD+45 564 b",2021,"Radial Velocity",13.60000000,432.24663352,307.88000000000,53.62200000
"Kepler-911 b",2016,"Transit",2.60000000,7.27000000,20.31050100000,556.16800000
"HD 102329 c",2018,"Radial Velocity",13.50000000,483.10160000,1123.00000000000,217.10700000
"TOI-5803 b",2023,"Transit",3.27320000,10.70000000,5.38305000000,84.01260000
"TOI-1749 c",2021,"Transit",2.12000000,14.00000000,4.49290000000,99.55610000
"TOI-431 b",2021,"Transit",1.28000000,3.07000000,0.49004700000,32.56860000
"Kepler-795 b",2016,"Transit",1.68000000,3.46000000,29.61934210000,492.12200000
"TOI-2158 b",2022,"Transit",10.76062147,260.61929374,8.60077000000,198.47300000
"Kepler-163 b",2014,"Transit",1.05000000,1.16000000,7.81093700000,689.81400000
"Kepler-1987 c",2023,"Transit",1.33000000,2.33000000,3.64830183000,595.68300000
"Kepler-668 b",2016,"Transit",2.70000000,7.75000000,8.35390639000,784.61800000
"WISPIT 2 b",2025,"Imaging",17.93436912,1541.46777395,,134.90700000
"WISPIT 2 c",2026,"Imaging",17.93436912,3178.28407000,,134.90700000
"CWISEP J193518.59-154620.3 b",2025,"Imaging",12.20000000,4926.34030850,,14.43000000
"TOI-2046 b",2022,"Transit",16.14093221,731.00533610,1.49718420000,289.66800000
"TOI-2459 b",2023,"Transit",2.95310000,9.03000000,19.10471800000,36.61130000
"Kepler-989 b",2016,"Transit",2.21000000,5.52000000,7.96431535200,491.97800000
"HD 109833 b",2022,"Transit",2.88800000,8.69000000,9.18852600000,79.55610000
"TOI-1758 b",2024,"Transit",3.62000000,6.90000000,20.70507468500,96.62150000
"HATS-51 b",2017,"Transit",15.80469000,244.09344000,3.34887020000,389.57000000
"HR 858 d",2019,"Transit",2.00100000,7.10000000,11.23051100000,31.96400000
"Kepler-1446 b",2016,"Transit",0.82000000,0.47700000,0.68996783200,152.07500000
"Kepler-956 b",2016,"Transit",3.00000000,9.27000000,5.24867263100,544.93900000
"Kepler-102 c",2014,"Transit",0.56700000,1.70000000,7.07139200000,107.79600000
"TOI-3493 b",2025,"Transit",3.22000000,8.97000000,8.15946670000,96.72240000
"Wolf 327 b",2024,"Transit",1.24000000,2.53000000,0.57347450000,28.53210000
"K2-414 b",2022,"Transit",1.21900000,1.98000000,4.36960000000,260.03600000
"HATS-74 A b",2021,"Transit",11.56766808,464.02947422,1.73185606000,299.38900000
"TOI-880 c",2025,"Transit",4.95000000,21.70000000,6.38727030000,60.66790000
"TOI-1278 b",2021,"Transit",12.21778896,5879.82552950,14.47567000000,75.57590000
"WASP-97 b",2014,"Transit",12.77826000,432.24880000,2.07276000000,151.06800000
"TOI-2096 b",2023,"Transit",1.24300000,2.08000000,3.11906330000,48.48090000
"Kepler-98 b",2014,"Transit",1.99000000,3.55000000,1.54168000000,350.31500000
"Kepler-238 b",2014,"Transit",1.73000000,3305.02000000,2.09087600000,1798.75000000
"Kepler-67 b",2013,"Transit",2.94000000,8.96000000,15.72590000000,1131.19000000
"WASP-46 b",2011,"Transit",13.15936600,607.05530000,1.43036763000,375.31000000
"WASP-48 b",2011,"Transit",16.81350000,254.26400000,2.14363000000,454.14400000
"WASP-6 b",2009,"Transit",12.54284940,148.42586607,3.36100260000,197.11900000
"PDS 70 b",2018,"Imaging",21.96960217,1017.05090240,43500.00000000000,113.06400000
"TYC 8998-760-1 b",2020,"Imaging",12.30000000,4449.62000000,,94.61770000
"TrES-5 b",2011,"Transit",13.38354600,568.91570000,1.48224686000,360.31300000
"WASP-114 b",2016,"Transit",15.00885100,562.24127000,1.54877430000,523.33700000
"TOI-2094 b",2026,"Transit",1.90000000,4.27000000,18.79319300000,50.02480000
"HD 114386 c",2026,"Radial Velocity",13.40000000,117.59651059,444.00000000000,27.92430000
"TOI-1442 b",2022,"Transit",1.17000000,1.71000000,0.40906770000,41.16590000
"WASP-25 b",2010,"Transit",13.80946422,179.25522155,3.76483370000,211.41600000
"TOI-6692 b",2026,"Transit",11.67975789,197.05361234,131.12500000000,312.90300000
"TOI-700 c",2020,"Transit",2.60000000,7.27000000,16.05113700000,31.12650000
"WASP-44 b",2011,"Transit",12.32990000,276.51210000,2.42380400000,364.51200000
"Kepler-1542 d",2016,"Transit",0.87000000,0.59000000,5.99273738000,399.11400000
"K2-316 c",2020,"Transit",1.83000000,4.01000000,5.26000000000,112.48600000
"TOI-1295 b",2024,"Transit",15.69257298,451.31633794,3.19688380000,388.22700000
"K2-115 b",2017,"Transit",11.80305668,321.00669107,20.27299140000,413.59100000
"LP 890-9 b",2022,"Transit",1.32000000,13.20000000,2.72990250000,32.42980000
"TOI-261.02",2021,"Transit",3.34822227,11.20000000,13.03935862135,114.49500000
"TOI-1203 e",2025,"Radial Velocity",7.31000000,42.10000000,204.59000000000,64.99430000
"Kepler-1764 b",2021,"Transit",4.55527871,18.80000000,70.46829987000,1542.48000000
"Kepler-1269 b",2016,"Transit",1.63000000,3.29000000,37.33315360000,1097.23000000
"Kepler-681 b",2016,"Transit",3.08000000,9.69000000,26.39435646000,686.92300000
"TOI-4641 b",2023,"Transit",8.18255591,1229.99593509,22.09341000000,86.35010000
"XO-1 b",2006,"Transit",12.77826000,263.79890000,3.94153000000,163.55300000
"WASP-190 b",2019,"Transit",12.89035000,317.83000000,5.36775300000,542.25100000
"TOI-480 b",2024,"Transit",2.85372018,20.80000000,6.86619600000,54.53060000
"K2-196 b",2018,"Transit",3.59970536,12.60000000,48.32422200000,584.87700000
"HD 200964 c",2010,"Radial Velocity",13.70000000,385.84562000,852.50000000000,72.59220000
"Kepler-1315 b",2016,"Transit",1.38000000,2.48000000,0.84338011000,480.86900000
"K2-239 d",2018,"Transit",1.10000000,1.37000000,10.11500000000,31.08490000
"Kepler-880 c",2023,"Transit",2.87000000,8.60000000,11.80617370000,601.32400000
"K2-192 b",2018,"Transit",1.52000000,2.92000000,4.16281700000,221.75300000
"TRAPPIST-1 b",2016,"Transit",1.11600000,1.37400000,1.51082600000,12.42988881
"TRAPPIST-1 c",2016,"Transit",1.09700000,1.30800000,2.42193700000,12.42988881
"TRAPPIST-1 d",2016,"Transit",0.78800000,0.38800000,4.04921900000,12.42988881
"TRAPPIST-1 e",2017,"Transit",0.92000000,0.69200000,6.10101300000,12.42988881
"TRAPPIST-1 f",2017,"Transit",1.04500000,1.03900000,9.20754000000,12.42988881
"TRAPPIST-1 g",2017,"Transit",1.12900000,1.32100000,12.35244600000,12.42988881
"TRAPPIST-1 h",2017,"Transit",0.75500000,0.32600000,18.77286600000,12.42988881
"TOI-4602.01",2024,"Transit",2.55044900,7.04000000,3.98120910000,63.06370000
"HATS-26 b",2016,"Transit",19.61575000,206.58950000,3.30238810000,861.84300000
"K2-190 b",2018,"Transit",1.35673729,2.41000000,10.09885800000,160.67900000
"WASP-186 b",2020,"Transit",12.44199000,1341.24260000,5.02679900000,278.51400000
"HD 95338 b",2020,"Radial Velocity",4.27174254,42.90000000,55.08269400000,36.99410000
"TOI-4552 b",2026,"Transit",1.11000000,1.83000000,0.30110032000,27.26840000
"TOI-261.01",2021,"Transit",3.04498630,9.51000000,3.36392540000,114.49500000
"TOI-1054.01",2021,"Transit",2.43432000,6.50000000,15.50778550000,88.43430000
"HIP 29442 c",2023,"Radial Velocity",1.55100000,4.50000000,3.53795590000,68.19200000
"K2-117 c",2017,"Transit",2.06000000,4.90000000,5.44401700000,101.63200000
"HD 18742 b",2011,"Radial Velocity",13.10000000,1080.62200000,766.00000000000,162.68500000
"Kepler-873 b",2016,"Transit",3.75000000,13.50000000,20.55338440000,1182.22000000
"TOI-3837 b",2025,"Transit",10.87271128,187.51876013,11.88865000000,311.70500000
"K2-136 b",2017,"Transit",1.01400000,4.30000000,7.97520000000,59.24740000
"HAT-P-51 b",2015,"Transit",13.50682174,97.57332095,4.21802091000,440.08900000
"Kepler-1297 b",2016,"Transit",0.97000000,0.87100000,1.68189002000,1439.47000000
"Kepler-80 f",2016,"Transit",1.21000000,4459.73000000,0.98678730000,369.45100000
"Kepler-113 c",2014,"Transit",2.18000000,8.70000000,8.92507000000,262.35100000
"WASP-8 c",2013,"Radial Velocity",12.50000000,3003.37000000,4323.00000000000,89.96060000
"Wendelstein-1 b",2020,"Transit",11.56096260,188.15536000,2.66341600000,305.30000000
"HATS-17 b",2016,"Transit",8.70939300,425.25654000,16.25461100000,400.33100000
"TOI-3894 b",2024,"Transit",15.27784069,260.61929374,4.33454000000,417.36500000
"Kepler-1016 b",2016,"Transit",2.18000000,5.39000000,1.95452434200,1402.82000000
"WASP-68 b",2014,"Transit",14.79588000,343.25640000,5.08430000000,226.39900000
"HAT-P-56 b",2015,"Transit",16.92559000,734.18730000,2.79083000000,320.63900000
"TOI-6716 b",2026,"Transit",0.98200000,0.91100000,4.71858980000,18.88730000
"HD 191939 f",2022,"Radial Velocity",13.20000000,915.34581216,2898.00000000000,53.60890000
"HD 235088 b",2023,"Transit",1.98200000,4.15000000,7.43413250000,41.17060000
"HIP 55507 b",2022,"Radial Velocity",12.60000000,2585.53409095,5138.43727000000,25.48930000
"WASP-79 b",2012,"Transit",17.14974047,270.15414595,3.66239200000,246.69000000
"HD 77946 b",2024,"Transit",2.89646124,10.90000000,6.52736300000,99.45100000
"TOI-1136 d",2022,"Transit",4.62700000,8.35000000,12.51990000000,84.53620000
"OGLE-2019-BLG-0299L b",2021,"Microlensing",12.70000000,1976.89269154,,5830.00000000
"TOI-500 e",2022,"Radial Velocity",3.99000000,15.05000000,61.30000000000,47.39240000
"Kepler-1651 b",2017,"Transit",1.84000000,4.04000000,9.87863917000,66.40740000
"Kepler-1354 b",2016,"Transit",2.97000000,9.11000000,76.61337700000,1119.45000000
"HD 100546 b",2014,"Imaging",77.34210000,2701.54145950,,109.67700000
"HD 158996 b",2018,"Radial Velocity",12.30000000,4449.62000000,820.20000000000,283.65900000
"Kepler-610 b",2016,"Transit",4.19000000,16.30000000,6.99692655400,845.82400000
"Kepler-1053 b",2016,"Transit",0.98000000,0.90400000,2.41435165400,151.12900000
"Kepler-1932 b",2021,"Transit",1.51482218,2.91000000,0.52417701500,713.73300000
"Kepler-340 c",2014,"Transit",3.37000000,11.30000000,22.82466900000,808.76200000
"Kepler-940 b",2016,"Transit",3.34000000,11.10000000,59.62252570000,1260.78000000
"Kepler-524 c",2016,"Transit",0.96000000,0.84000000,1.88897906000,1058.24000000
"Kepler-534 c",2021,"Transit",1.22700000,2.02000000,7.37868976600,570.65900000
"Kepler-647 b",2016,"Transit",1.17000000,1.71000000,16.22546490000,1087.87000000
"GJ 317 c",2018,"Radial Velocity",13.60000000,454.49462201,6500.00000000000,15.19680000
"Kepler-130 b",2014,"Transit",1.02000000,1.04000000,8.45745800000,316.66300000
"Kepler-1955 b",2021,"Transit",1.16654878,1.69000000,14.26519966000,449.35100000
"K2-154 b",2018,"Transit",1.99000000,4.62000000,3.67626000000,129.35600000
"Kepler-1869 c",2023,"Transit",0.74000000,0.33000000,1.71682830400,113.02500000
"Kepler-537 b",2016,"Transit",1.41000000,2.57000000,3.24755521900,439.40000000
"Kepler-1546 b",2016,"Transit",3.13000000,9.96000000,19.59749710000,931.95600000
"HD 106515 A b",2012,"Radial Velocity",12.10000000,6006.95689230,3626.00000000000,34.09150000
"Kepler-1030 b",2016,"Transit",2.48000000,6.71000000,19.32952416000,758.70200000
"HATS-13 b",2015,"Transit",13.58530800,172.58169000,3.04404990000,421.85500000
"WASP-47 e",2015,"Transit",1.83000000,9.00000000,0.78961000000,264.78000000
"TOI-4379 b",2024,"Transit",16.69017226,353.74301699,3.25352000000,645.15800000
"K2-28 b",2016,"Transit",2.32000000,5.99000000,2.26045500000,62.99690000
"TOI-500 d",2022,"Radial Velocity",6.35000000,33.12000000,26.23300000000,47.39240000
"HD 155918 b",2022,"Radial Velocity",2.67000000,7.62788177,1.87567000000,27.56100000
"Kepler-1866 b",2021,"Transit",2.08215108,4.99000000,11.66009998000,976.73700000
"TOI-4582 b",2023,"Transit",10.53644186,168.44905571,31.03400000000,383.84600000
"TOI-2274 b",2024,"Transit",2.45000000,6.57000000,2.67963000000,48.87600000
"TOI-1751 b",2024,"Transit",2.95078450,19.50000000,37.46852000000,113.33500000
"HATS-67 b",2018,"Transit",18.88716500,460.85350000,1.60917880000,960.10900000
"TOI-4145 A b",2023,"Transit",13.30506009,136.66621501,4.06644280000,205.38700000
"WASP-178 b",2019,"Transit",20.28829000,527.59780000,3.34482850000,427.67800000
"HD 25463 b",2023,"Transit",2.54535814,8.70000000,7.04914230000,45.61810000
"Kepler-1990 b",2023,"Transit",3.27000000,10.70000000,1.73513619000,392.73900000
"Kepler-633 c",2021,"Transit",2.29600000,5.89000000,23.78319931000,680.54000000
"KMT-2021-BLG-0240L b",2022,"Microlensing",9.60000000,66.74396547,,6600.00000000
"Kepler-397 c",2014,"Transit",6.18000000,31.60000000,135.49852700000,969.00000000
"Kepler-781 b",2016,"Transit",2.89000000,8.70000000,13.21407320000,1064.47000000
"Kepler-1021 b",2016,"Transit",2.33000000,6.04000000,13.47469571000,810.08200000
"TOI-5592 b",2025,"Transit",17.14974047,285.72773789,2.60858460000,597.02600000
"TOI-1338 c",2023,"Radial Velocity",10.30000000,75.40000000,215.79000000000,399.01700000
"K2-232 b",2018,"Transit",11.20900000,126.49634000,11.16845400000,130.72000000
"Kepler-1952 b",2021,"Transit",1.23923346,2.07000000,27.21080017000,852.06200000
"Kepler-216 c",2014,"Transit",3.04000000,9.48000000,17.40666900000,1187.47000000
"HD 153950 b",2008,"Radial Velocity",13.20000000,937.59850000,499.39999000000,48.45490000
"Kepler-1431 b",2016,"Transit",1.47000000,2.76000000,5.86601526000,1623.24000000
"GJ 806 c",2023,"Radial Velocity",2.28000000,5.80000000,6.64064000000,12.04450000
"WASP-42 b",2012,"Transit",12.57649800,167.49641000,4.98168190000,177.29100000
"TOI-1775 b",2024,"Transit",8.04728896,96.00000000,10.24055490000,149.23400000
"TOI-2796 b",2023,"Transit",17.26183028,139.84449908,4.80849830000,350.34300000
"GJ 849 b",2006,"Radial Velocity",13.90000000,283.82076745,1925.31000000000,8.80058000
"Kepler-347 b",2014,"Transit",1.97000000,4.54000000,12.79836000000,1298.88000000
"HATS-31 b",2016,"Transit",18.38276000,279.69040000,3.37796000000,773.97400000
"TOI-2427 b",2022,"Transit",1.80000000,3.89000000,1.30600110000,28.51470000
"HD 110067 d",2023,"Transit",2.85200000,8.52000000,20.51961700000,32.15850000
"Kepler-1514 c",2020,"Transit",1.17582410,1.74000000,10.51418100000,397.29200000
"Kepler-68 e",2023,"Radial Velocity",11.20000000,86.44932670,3455.00000000000,144.16600000
"TOI-332 b",2023,"Transit",3.20000000,57.20000000,0.77703800000,222.85200000
"TOI-880.02",2024,"Transit",2.19000000,5.43000000,2.57571000000,60.66790000
"WASP-123 b",2016,"Transit",15.13212395,285.72917000,2.97764359000,197.99600000
"EPIC 246851721 b",2018,"Transit",11.78065900,953.49000000,6.18023500000,372.63200000
"HD 80653 b",2020,"Transit",1.61300000,5.72000000,0.71957300000,109.86000000
"TOI-6130 b",2024,"Transit",14.34749530,333.71982735,2.39267900000,220.88200000
"Kepler-396 b",2013,"Transit",3.50000000,75.50000000,42.99400000000,223.75700000
"K2-338 b",2021,"Transit",1.03000000,1.08000000,3.85061400000,156.95100000
"KMT-2019-BLG-1367L b",2023,"Microlensing",1.85000000,4.08000000,,4670.00000000
"CoRoT-7 b",2009,"Transit",1.68135000,4.07660518,0.85359163000,159.90600000
"K2-34 b",2016,"Transit",13.75000000,539.67534000,2.99563480000,348.64600000
"K2-43 c",2019,"Transit",2.42000000,6.44000000,2.19888400000,182.53600000
"TOI-1422 c",2025,"Radial Velocity",2.61000000,14.00000000,34.56330000000,155.14100000
"TOI-1683.01",2024,"Transit",2.63820000,7.45000000,3.05753560000,51.18840000
"TOI-5143 c",2025,"Transit",16.25302201,,5.20971180000,181.38000000
"NGTS-25 b",2022,"Transit",11.46678726,203.09235207,2.82309300000,521.23300000
"HD 34445 f",2017,"Radial Velocity",6.88000000,37.90000000,676.80000000000,46.09070000
"TOI-5726.01",2024,"Transit",2.55400000,7.05000000,5.49112521500,108.84800000
"TOI-1260 b",2021,"Transit",2.41000000,8.56000000,3.12746300000,73.59770000
"WASP-184 b",2019,"Transit",14.90797000,181.16310000,5.18170000000,663.23100000
"TOI-3976 A b",2023,"Transit",12.27383387,55.61997123,6.60766200000,516.08700000
"HD 156846 b",2007,"Radial Velocity",12.40000000,3391.24610000,359.51001000000,47.73320000
"Kepler-399 c",2014,"Transit",1.43000000,2.63000000,26.67569000000,740.53700000
"Kepler-1802 b",2021,"Transit",1.67100000,3.43000000,15.45020008000,636.69400000
"TOI-4155 b",2025,"Transit",3.21000000,10.40000000,3.32072900000,240.73700000
"TOI-431 c",2021,"Radial Velocity",1.49000000,2.83000000,4.84940000000,32.56860000
"TOI-451 c",2020,"Transit",2.93000000,3.70000000,9.19246300000,123.73900000
"TOI-451 d",2020,"Transit",3.93000000,10.20000000,16.36496200000,123.73900000
"PDS 70 c",2019,"Imaging",22.19378179,2383.71305250,,113.06400000
"WASP-171 b",2019,"Transit",10.98482000,344.52772000,3.81862440000,757.84000000
"HATS-42 b",2018,"Transit",15.69260000,597.52040000,2.29210200000,800.37700000
"WASP-151 b",2017,"Transit",13.30506009,100.43377661,4.53347750000,453.09900000
"HD 63433 d",2023,"Transit",1.07300000,1.25000000,4.20907500000,22.40350000
"HD 35843 b",2025,"Radial Velocity",2.29000000,5.84000000,9.89910000000,69.60260000
"WASP-130 b",2016,"Transit",9.97601000,390.93090000,11.55098000000,172.25600000
"Kepler-1099 b",2016,"Transit",2.83000000,8.40000000,2.16845259300,1022.80000000
"Kepler-289 b",2014,"Transit",2.49000000,3.70000000,34.53830000000,704.43800000
"TOI-277 b",2022,"Transit",2.65000000,7.51000000,3.99400000000,64.66920000
"KOI-94 c",2013,"Transit",4.32000000,15.60000000,10.42364800000,477.05200000
"TOI-2986 b",2025,"Transit",9.29224500,96.61983573,3.27836620000,563.14900000
"Kepler-1863 b",2021,"Transit",2.26309256,5.74000000,44.99760056000,865.54600000
"KMT-2025-BLG-1616L b",2026,"Microlensing",7.34000000,42.32000000,,7500.00000000
